_id,article_tese_tags,article_is_timeout,article_title,article_comment,article_date,article_channel_id,link_nofollow,article_channel,article_collection,article_id,create_date,is_out,article_price,taobao_url,top_category,article_category,article_unworthy,article_referrals,article_mall_url,is_black_five,timesort,article_is_sold_out,article_url,article_link_list,article_author,article_link,article_worthy,article_item_title_mode,article_mall,article_link_domain,article_channel_url,article_date_full,real_price,action
6120534,?,0,限地区：九日 迷你海苔2gx40包*6件,64,16:23,3,?,国内,21,6120534,2016-05-09 20:56:49,false,59.4元包邮（双重优惠）,?,食品保健,?,49,朵儿FIONA,http://www.smzdm.com/mall/jd/,0,146278218342,0,http://www.smzdm.com/p/6120534/,?,717,http://www.smzdm.com/gourl/1323CFE4DDCADFFC/AA_YH_95,19,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-05-09 16:23:00,59.4,buy
6116975,?,0,新低价：Dell 戴尔 XPS 13-9350-R1708S 13.3英寸超极本（i7-6500U 8G 256G SSD 全高清 ）,277,05-06 08:16,3,?,售罄,132,6116975,2016-05-09 20:57:31,true,7999元包邮,?,电脑数码,?,84,copyrenzhe,http://www.smzdm.com/mall/amazon_cn/,0,146249377095,1,http://www.smzdm.com/p/6116975/,?,731,http://www.smzdm.com/gourl/8A2921DA6180634D/AA_YH_163,281,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-05-06 08:16:00,7999,buy
6114203,?,1,移动端：Propolinse 比那氏 蜂胶复合漱口水 600ml*7瓶（樱花限定版）,432,05-04 09:16,3,?,过期,54,6114203,2016-05-09 20:58:01,true,169.3元（双重优惠）,?,个护化妆,?,44,有钱又帅怪我咯,http://www.smzdm.com/mall/jd/,0,146232460893,0,http://www.smzdm.com/p/6114203/,?,329,http://www.smzdm.com/gourl/845A6F7A009B3DAD/AA_YH_113,67,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-05-04 09:16:00,169.3,buy
6113513,?,0,SONY 索尼 XBA-A2 三单元圈铁结合 入耳式耳机,163,05-03 16:06,3,?,国内,110,6113513,2016-05-09 20:58:09,false,899元包邮,?,电脑数码,?,43,飞天霞霞,http://www.smzdm.com/mall/sundan/,0,146226280708,0,http://www.smzdm.com/p/6113513/,?,111,http://www.sundan.com.cn/product-9065.html,201,0,顺电网上商城,sundan.com.cn,http://www.smzdm.com/youhui/,2016-05-03 16:06:00,899,view
6112801,?,1,移动端限地区：CHEESEBERRY 芝士百丽 纽约风味 芝士蛋糕 520g,153,05-03 09:28,3,?,过期,68,6112801,2016-05-09 20:58:15,true,69元,?,食品保健,?,109,雨点四三,http://www.smzdm.com/mall/jd/,0,146223893752,0,http://www.smzdm.com/p/6112801/,?,417,http://www.smzdm.com/gourl/6A03F6BB507476C0/AA_YH_95,33,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-05-03 09:28:00,69,buy
6111972,?,0,new balance 373 男款休闲运动鞋,72,05-02 07:17,3,?,国内,73,6111972,2016-05-09 20:58:25,false,299元包邮,?,运动户外,?,189,色魔张小鬼,http://www.smzdm.com/mall/amazon_cn/,0,146214464452,0,http://www.smzdm.com/p/6111972/,?,253,http://www.smzdm.com/gourl/429509BE72FF9A18/AA_YH_191,47,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-05-02 07:17:00,299,buy
6110898,?,0,JVC 杰伟世 HA-FXT200LTD 入耳式双动圈耳机,62,04-30 14:14,3,rel=”nofollow”,海淘,42,6110898,2016-05-09 20:58:37,false,9280日元（约￥600）,?,电脑数码,?,25,SomSom,http://www.smzdm.com/mall/amazon_jp/,0,146199684634,0,http://www.smzdm.com/p/6110898/,?,263,http://www.smzdm.com/gourl/716A2DCBA1CEC338/AA_HT_163,57,0,日本亚马逊,amazon.co.jp,http://haitao.smzdm.com/,2016-04-30 14:14:00,600,buy
6109260,?,0,SENNHEISER 森海塞尔 IE80 耳塞式耳机,157,04-28 21:52,3,?,国内,81,6109260,2016-05-09 20:59:01,false,1799元包邮,?,电脑数码,?,86,bbaicai,http://www.smzdm.com/mall/amazon_cn/,0,146185156691,0,http://www.smzdm.com/p/6109260/,?,361,http://www.smzdm.com/gourl/3D962AB3E47B5AA8/AA_YH_163,261,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-04-28 21:52:00,1799,buy
6107873,?,0,Sennheiser 森海塞尔  HD800 旗舰 头戴式耳机+凑单品,171,04-28 08:29,3,?,国内,42,6107873,2016-05-09 20:59:17,false,9432元包邮 (2件8折）,?,电脑数码,?,62,Vangelis,http://www.smzdm.com/mall/jd/,0,146180337814,0,http://www.smzdm.com/p/6107873/,?,263,http://www.smzdm.com/gourl/31931957F2B6AABB/AA_YH_163,537,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-28 08:29:00,9432,buy
6106554,?,0,KANSOON 凯速 手提行李包 登机包,366,04-27 10:36,3,?,国内,631,6106554,2016-05-09 20:59:31,false,59元包邮,?,服饰鞋包,?,49,?,http://www.smzdm.com/mall/amazon_cn/,0,146172647169,0,http://www.smzdm.com/p/6106554/,?,751,http://www.smzdm.com/gourl/DBF23600ACADD563/AA_YH_57,168,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-04-27 10:36:00,59,buy
6106453,?,0,KEF M100  HiFi入耳式耳机 白色,38,04-27 09:18,3,?,国内,13,6106453,2016-05-09 20:59:35,false,499元包邮,?,电脑数码,?,33,xwsgh,http://www.smzdm.com/mall/amazon_cn/,0,146171993331,0,http://www.smzdm.com/p/6106453/,?,731,http://www.smzdm.com/gourl/0E5263E32C8F0BCE/AA_YH_163,24,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-04-27 09:18:00,499,buy
6105013,?,0,AOC 冠捷 U2868PQU 28寸4K液晶显示器（专业底座、60Hz、1ms、8bit、4USB）,52,04-26 11:09,3,?,国内,56,6105013,2016-05-09 20:59:51,false,2199元包邮,?,电脑数码,?,24,AIGEN,http://www.smzdm.com/mall/jd/,0,146164015268,0,http://www.smzdm.com/p/6105013/,?,731,http://www.smzdm.com/gourl/B03C71895A699F2B/AA_YH_163,73,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-26 11:09:00,2199,buy
6103023,?,1,移动端：SEAGATE 希捷 2.5英寸 Backup Plus 新睿品 4T USB3.0 移动硬盘,161,04-25 08:58,3,?,过期,73,6103023,2016-05-09 21:00:11,true,939元包邮（999-60）,?,电脑数码,?,61,charia,http://www.smzdm.com/mall/jd/,0,146154608574,0,http://www.smzdm.com/p/6103023/,?,731,http://www.smzdm.com/gourl/2394E51048F824C1/AA_YH_163,130,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-25 08:58:00,939,buy
6100545,?,0,限地区：VSONIC 威索尼可 VSD3 入耳式耳机,109,04-22 14:50,3,?,国内,45,6100545,2016-05-09 21:00:39,false,149元包邮（199-50）,?,电脑数码,?,98,nicolao,http://www.smzdm.com/mall/jd/,0,146130783687,0,http://www.smzdm.com/p/6100545/,?,731,http://www.smzdm.com/gourl/FA2F18F08F638D8E/AA_YH_163,72,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-22 14:50:00,149,buy
6100065,?,0,优惠券：京东 全品类,289,04-22 09:57,3,?,国内,155,6100065,2016-05-09 21:00:45,false,满200-20,?,电脑数码,?,454,?,http://www.smzdm.com/mall/jd/,0,146129023935,0,http://www.smzdm.com/p/6100065/,?,263,http://www.smzdm.com/gourl/EED3CAD536C2758C/AA_YH_163,48,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-22 09:57:00,0,buy
6099800,?,0,新低价：Danco 丹夫 华夫饼原味西式糕点 560g*2件,26,04-21 21:31,3,?,国内,17,6099800,2016-05-09 21:00:51,false,20.9元，限购2件,?,食品保健,?,102,Mars629,http://www.smzdm.com/mall/tmallchaoshi/,0,146124547867,0,http://www.smzdm.com/p/6099800/,?,521,https://chaoshi.detail.tmall.com/item.htm?id=42780917217,10,0,天猫超市,tmall.com,http://www.smzdm.com/youhui/,2016-04-21 21:31:00,20.9,buy
6098615,?,0,移动端：亲亲虾条 香辣味 26g*110袋,304,04-21 11:02,3,?,国内,65,6098615,2016-05-09 21:01:05,false,49元（多重优惠）,?,食品保健,?,38,呆娇,http://www.smzdm.com/mall/jd/,0,146120815834,0,http://www.smzdm.com/p/6098615/,?,427,http://www.smzdm.com/gourl/D1FE98C58EA32E6E/AA_YH_95,237,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-21 11:02:00,49,buy
6096607,?,0,SENNHEISER 森海塞尔 IE800 超宽频动圈 入耳式耳机,198,04-19 20:40,3,?,售罄,48,6096607,2016-05-09 21:01:29,true,4288元包邮,?,电脑数码,?,53,有钱又帅怪我咯,http://www.smzdm.com/mall/suning_g/,0,146106965883,1,http://www.smzdm.com/p/6096607/,?,569,http://www.smzdm.com/gourl/568C552C28B94199/AA_YH_163,426,0,苏宁易购海外购,suning.com,http://www.smzdm.com/kuajing/,2016-04-19 20:40:00,4288,buy
6096578,?,0,嘉士利 甜薄脆饼干 2Kg*4箱,74,04-19 20:20,3,?,国内,31,6096578,2016-05-09 21:01:29,false,42.8元（双重优惠）,?,食品保健,?,31,?,http://www.smzdm.com/mall/jd/,0,146106844478,0,http://www.smzdm.com/p/6096578/,?,255,http://www.smzdm.com/gourl/426535DA7A5AF06E/AA_YH_95,58,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-19 20:20:00,42.8,buy
6096477,?,0,限地区：趣多多 巧克力曲奇 原味 （285g+95g）*4包,231,04-19 18:37,3,?,国内,94,6096477,2016-05-09 21:01:31,false,14.5元（双重优惠）,?,食品保健,?,55,MarMoem,http://www.smzdm.com/mall/jd/,0,146106226166,0,http://www.smzdm.com/p/6096477/,?,255,http://www.smzdm.com/gourl/AB0EF143E254289A/AA_YH_95,187,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-19 18:37:00,14.5,buy
6095115,?,0,SONY 索尼 XBA-A2 三单元圈铁结合 入耳式耳机,46,04-18 23:04,3,?,国内,43,6095115,2016-05-09 21:01:49,false,949元包邮,?,电脑数码,?,41,hztaolei,http://www.smzdm.com/mall/jd/,0,146099186987,0,http://www.smzdm.com/p/6095115/,?,361,http://www.smzdm.com/gourl/3425A1B7022FCF29/AA_YH_163,81,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-18 23:04:00,949,buy
6091756,?,0,SUKI 多美鲜 全脂牛奶 1L*12盒*3箱+凑单品,1000,04-16 00:31,3,?,国内,188,6091756,2016-05-09 21:02:33,false,100.8元（200.8-100）+15元运费,?,食品保健,?,85,DeathMH,http://www.smzdm.com/mall/jd/,0,146073788836,0,http://www.smzdm.com/p/6091756/,?,255,http://www.smzdm.com/gourl/99C6C28C0A96445F/AA_YH_95,364,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-16 00:31:00,100.8,buy
6090693,?,0,限地区：亲亲 虾条 烧烤味/香辣味 26g*10件,98,04-15 14:07,3,?,国内,37,6090693,2016-05-09 21:02:43,false,5.4元（双重优惠）,?,食品保健,?,22,Cookie小熊,http://www.smzdm.com/mall/jd/,0,146070043141,0,http://www.smzdm.com/p/6090693/,?,521,http://www.smzdm.com/gourl/F5AF7FE8A2752480/AA_YH_95,111,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-15 14:07:00,5.4,buy
6088635,?,0,Mcvitie s 麦维他 消化饼 400g（新老包装随机发放）*20袋,93,04-14 09:21,3,?,国内,31,6088635,2016-05-09 21:03:13,false,98元（双重优惠）,?,食品保健,?,35,喝杯水压压惊,http://www.smzdm.com/mall/jd/,0,146059690433,0,http://www.smzdm.com/p/6088635/,?,521,http://www.smzdm.com/gourl/98684A3B8E458E00/AA_YH_95,36,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-14 09:21:00,98,buy
6087656,?,0,优惠券：京东 全品类,235,04-13 13:47,3,?,国内,162,6087656,2016-05-09 21:03:25,false,满300-20,?,电脑数码,?,195,robotcup,http://www.smzdm.com/mall/jd/,0,146052646614,0,http://www.smzdm.com/p/6087656/,?,263,http://www.smzdm.com/gourl/AF8D6BDE41D77592/AA_YH_163,140,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-13 13:47:00,0,view
6083756,?,0,Creative 创新 In-Ear 3 plus 附带麦克风 入耳式 降噪耳塞,137,04-11 13:01,3,?,国内,62,6083756,2016-05-09 21:04:05,false,649元包邮（799-150）,?,电脑数码,?,42,枫岚幽忧,http://www.smzdm.com/mall/jd/,0,146035086809,0,http://www.smzdm.com/p/6083756/,?,263,http://www.smzdm.com/gourl/379DCAC6E41DF6CB/AA_YH_163,81,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-11 13:01:00,649,view
6083429,?,0,AKG 爱科技 K430LE 头戴式耳机,117,04-11 10:21,3,?,国内,60,6083429,2016-05-09 23:26:48,false,149元包邮（199-50）,?,电脑数码,?,22,黄良病人,http://www.smzdm.com/mall/jd/,0,146034127757,0,http://www.smzdm.com/p/6083429/,?,263,http://www.smzdm.com/gourl/95075E77160E5D78/AA_YH_163,109,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-11 10:21:00,149,buy
6081712,?,0,SONY 索尼 NW-ZX100 MP3播放器,120,04-09 10:19,3,?,国内,57,6081712,2016-05-09 23:27:12,false,3099元包邮,?,电脑数码,?,137,tubababa,http://www.smzdm.com/mall/yixun/,0,146016834716,0,http://www.smzdm.com/p/6081712/,?,111,http://www.smzdm.com/gourl/FF9871944459C295/AA_YH_163,167,0,易迅网,yixun.com,http://www.smzdm.com/youhui/,2016-04-09 10:19:00,3099,buy
6079280,?,1,移动端再降价：NETGEAR 美国网件 R8000 AC3200M 三频千兆无线路由器,883,04-07 14:57,3,?,过期,277,6079280,2016-05-09 23:27:32,true,999元包邮，赠插排,?,电脑数码,?,37,我想去美国,http://www.smzdm.com/mall/jd/,0,146001225395,0,http://www.smzdm.com/p/6079280/,?,263,http://www.smzdm.com/gourl/7C545B3B3564F672/AA_YH_163,558,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-07 14:57:00,999,buy
6078624,?,1,移动端：VSONIC 威索尼可 NEW VSD1S 入耳式耳机,206,04-07 08:30,3,?,过期,44,6078624,2016-05-09 23:27:40,true,99元包邮,?,电脑数码,?,134,zhongtao,http://www.smzdm.com/mall/jd/,0,145998903622,0,http://www.smzdm.com/p/6078624/,?,263,http://www.smzdm.com/gourl/1EC380773610F87C/AA_YH_163,77,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-04-07 08:30:00,99,buy
6078551,?,0,MEIZU 魅族 魅蓝 Note 3 智能手机（2GB+16GB）,750,04-07 00:34,3,?,售罄,138,6078551,2016-05-09 23:27:42,true,799元包邮,?,电脑数码,?,375,飞翔的鱼刺,http://www.smzdm.com/mall/tmall/,0,145996049008,1,http://www.smzdm.com/p/6078551/,?,361,http://detail.tmall.com/item.htm?id=529397582717,423,0,天猫精选,tmall.com,http://www.smzdm.com/youhui/,2016-04-07 00:34:00,799,buy
6076957,?,0,Logitech 罗技 UE900s 四单元动铁 入耳式耳机,114,04-06 08:34,3,?,跨境,31,6076957,2016-05-09 23:27:56,false,1188元包邮,?,电脑数码,?,75,mgmg2,http://www.smzdm.com/mall/jd_ebay/,0,145990287950,0,http://www.smzdm.com/p/6076957/,?,263,http://www.smzdm.com/gourl/B753245B409E3F3A/AA_YH_163,138,0,京东全球购eBay精选,jd.com,http://www.smzdm.com/kuajing/,2016-04-06 08:34:00,1188,buy
6072483,?,1,移动端：Coca Cola 可口可乐 樱桃味/箱 355mlx12,227,04-01 15:05,3,?,过期,59,6072483,2016-05-09 23:28:42,true,59元，可199-100,?,食品保健,?,179,TCCTTC,http://www.smzdm.com/mall/jd_hk/,0,145949668889,0,http://www.smzdm.com/p/6072483/,?,717,http://www.smzdm.com/gourl/6FA4A09433CCB12D/AA_YH_95,90,0,京东全球购,jd.hk,http://www.smzdm.com/kuajing/,2016-04-01 15:05:00,59,buy
6071695,?,0,会员价：Logitech 罗技 UE900s 四单元动铁 入耳式耳机,219,03-31 23:40,3,?,跨境,70,6071695,2016-05-09 23:28:50,false,1188元包邮,?,电脑数码,?,64,深海蛟龙,http://www.smzdm.com/mall/jd_ebay/,0,145943885101,0,http://www.smzdm.com/p/6071695/,?,111,http://www.smzdm.com/gourl/B753245B409E3F3A/AA_YH_163,250,0,京东全球购eBay精选,jd.com,http://www.smzdm.com/kuajing/,2016-03-31 23:40:00,1188,buy
6071627,?,0,会员价：SONY 索尼 MDR-1ABT 触控蓝牙无线耳机,203,03-31 22:29,3,?,跨境,111,6071627,2016-05-09 23:28:52,false,1199元包邮,?,电脑数码,?,61,深海蛟龙,http://www.smzdm.com/mall/jd_ebay/,0,145943455997,0,http://www.smzdm.com/p/6071627/,?,111,http://www.smzdm.com/gourl/6A3E4B4B1FA571DB/AA_YH_163,239,0,京东全球购eBay精选,jd.com,http://www.smzdm.com/kuajing/,2016-03-31 22:29:00,1199,buy
6067348,?,0,限区域：OREO 奥利奥 巧轻脆薄片夹心 柠檬芝士蛋糕味 312g*12件,55,03-29 07:47,3,?,国内,28,6067348,2016-05-09 23:29:30,false,68.6元，双重优惠后,?,食品保健,?,67,雷鸣1128,http://www.smzdm.com/mall/jd/,0,145920887212,0,http://www.smzdm.com/p/6067348/,?,159,http://www.smzdm.com/gourl/C6C0A3B6748178CF/AA_YH_95,26,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-29 07:47:00,68.6,buy
6065076,?,1,移动端：SONY 索尼 PHA-1A 便携式耳机放大器,214,03-26 20:52,3,?,过期,152,6065076,2016-05-09 23:29:54,true,1289元包邮（1499-210），有晒单,?,电脑数码,?,116,宇文羊,http://www.smzdm.com/mall/jd/,0,145899673961,0,http://www.smzdm.com/p/6065076/,?,495,http://www.smzdm.com/gourl/04714E17B01937C8/AA_YH_163,255,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-26 20:52:00,1289,buy
6064444,?,0,国行低价：BANG & OLUFSEN BeoPlay H7 蓝牙头戴式耳机,91,03-26 09:34,3,?,国内,101,6064444,2016-05-09 23:30:02,false,2399元包邮,?,电脑数码,?,27,?,http://www.smzdm.com/mall/amazon_cn/,0,145895604083,0,http://www.smzdm.com/p/6064444/,?,135,http://www.smzdm.com/gourl/CCC668B5826C94C6/AA_YH_163,118,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-03-26 09:34:00,2399,buy
6063341,?,0,限地区移动端：OREO 奥利奥 巧轻脆薄片夹心 柠檬芝士蛋糕味 104g*21件*2,106,03-25 14:45,3,?,国内,21,6063341,2016-05-09 23:30:10,false,62.9元包邮（双重优惠）,?,食品保健,?,144,?,http://www.smzdm.com/mall/jd/,0,145888830498,0,http://www.smzdm.com/p/6063341/,?,427,http://www.smzdm.com/gourl/53F0378776BB4CBB/AA_YH_95,37,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-25 14:45:00,62.9,buy
6062458,?,1,新低价，移动端：JVC 杰伟世 HA-FX650 入耳式耳机,80,03-24 16:12,3,?,过期,43,6062458,2016-05-09 23:30:24,true,559元包邮，可用券,?,电脑数码,?,21,Ryokk,http://www.smzdm.com/mall/jd/,0,145880715762,0,http://www.smzdm.com/p/6062458/,?,135,http://www.smzdm.com/gourl/5748E7F54CCE1EA3/AA_YH_163,87,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-24 16:12:00,559,buy
6061678,?,1,独显版国行新低：Microsoft 微软 Surface Book 笔记本电脑（i5/8G/256GB/独显）,1361,03-24 08:49,3,?,过期,272,6061678,2016-05-09 23:30:30,true,9999元，可12期免息,?,电脑数码,?,144,"J粒子,哆来喵",http://www.smzdm.com/mall/jd/,0,145878054393,0,http://www.smzdm.com/p/6061678/,?,135,http://www.smzdm.com/gourl/9BDEDC5B86EFE7D2/AA_YH_163,798,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-24 08:49:00,9999,buy
6061629,?,0,新低价：Google 谷歌 Nexus 5X 32GB 手机 无锁版,1036,03-24 07:46,3,rel=”nofollow”,海淘,488,6061629,2016-05-09 23:30:30,false,$219.99（约￥1500）,?,电脑数码,?,79,阿附谔谔,http://www.smzdm.com/mall/ebay/,0,145877680185,0,http://www.smzdm.com/p/6061629/,?,135,http://www.smzdm.com/gourl/509D0B5DBFDC45C9/AA_HT_163,763,0,ebay,ebay.com,http://haitao.smzdm.com/,2016-03-24 07:46:00,1500,buy
6061489,?,0,BURBERRY 博柏利 The Small Canter 女士手提包,25,03-23 22:01,3,rel=”nofollow”,海淘,46,6061489,2016-05-09 23:30:32,false,$729（需用码，约￥4820）,?,服饰鞋包,?,31,郁闷有罪,http://www.smzdm.com/mall/jomashop/,0,145874169963,0,http://www.smzdm.com/p/6061489/,?,305,http://www.smzdm.com/gourl/74E2D3FE40126F47/AA_HT_57,44,0,JOMASHOP,jomashop.com,http://haitao.smzdm.com/,2016-03-23 22:01:00,4820,dislike
6060082,?,0,华北华南：beyerdynamic 拜亚动力 T1 Tesla 头戴式耳机 一代,77,03-23 09:03,3,?,国内,40,6060082,2016-05-09 23:30:47,false,4689元包邮,?,电脑数码,?,30,crayon_ou,http://www.smzdm.com/mall/jd/,0,145869501429,0,http://www.smzdm.com/p/6060082/,?,135,http://www.smzdm.com/gourl/5BEC740E58FBFDF0/AA_YH_163,215,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-23 09:03:00,4689,view
6058472,?,0,SONY 索尼 PHA-3 便携式 耳机放大器,85,03-22 08:47,3,?,售罄,22,6058472,2016-05-09 23:31:04,true,3798元,?,电脑数码,?,101,论坛新手,http://www.smzdm.com/mall/newegg_cn/,0,145860766047,1,http://www.smzdm.com/p/6058472/,?,111,http://www.smzdm.com/gourl/1F766EF85150E834/AA_YH_163,92,0,新蛋中国,newegg.cn,http://www.smzdm.com/youhui/,2016-03-22 08:47:00,3798,buy
6058117,?,0,RECARO Young Sport 大黄蜂 儿童安全座椅 Graphite石墨,55,03-21 20:14,3,?,跨境,95,6058117,2016-05-09 23:31:08,false,1499元包邮,?,汽车用品,?,20,danlylee1011,http://www.smzdm.com/mall/jd_hk/,0,145856246301,0,http://www.smzdm.com/p/6058117/,?,417,http://www.smzdm.com/gourl/6F7263A30A704829/AA_YH_147,38,0,京东全球购,jd.com,http://www.smzdm.com/kuajing/,2016-03-21 20:14:00,1499,dislike
6056151,?,0,FEIYUE 中国飞跃 FY520 多功能电动缝纫机,18,03-20 09:04,3,?,国内,40,6056151,2016-05-09 23:31:30,false,423.9元包邮,?,家用电器,?,9,人间会后悔,http://www.smzdm.com/mall/amazon_cn/,0,145843586387,0,http://www.smzdm.com/p/6056151/,?,495,http://www.smzdm.com/gourl/9289903B99A7B693/AA_YH_27,31,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-03-20 09:04:00,423.9,dislike
6056138,?,0,REBECCA MINKOFF Moto Bucket 女士斜挎包,15,03-20 08:40,3,rel=”nofollow”,海淘,27,6056138,2016-05-09 23:31:30,false,$137.99（约￥970）,?,服饰鞋包,?,7,汪琛1234,http://www.smzdm.com/mall/6pm/,0,145843442886,0,http://www.smzdm.com/p/6056138/,?,305,http://www.smzdm.com/gourl/B7B537103963F454/AA_HT_57,31,0,6PM,6pm.com,http://haitao.smzdm.com/,2016-03-20 08:40:00,970,dislike
6054096,?,0,beyerdynamic 拜亚动力 DT990 PRO 头戴式耳机,139,03-18 08:30,3,?,国内,96,6054096,2016-05-09 23:31:52,false,999元包邮,?,电脑数码,?,25,?,http://www.smzdm.com/mall/amazon_cn/,0,145826103859,0,http://www.smzdm.com/p/6054096/,?,135,http://www.smzdm.com/gourl/E15529F1B34564CE/AA_YH_163,180,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-03-18 08:30:00,999,buy
6053427,?,0,SENNHEISER 森海塞尔  HD 598SE 头戴式耳机,621,03-18 08:08,3,?,售罄,200,6053427,2016-05-09 23:31:52,true,699元包邮,?,电脑数码,?,34,?,http://www.smzdm.com/mall/amazon_cn/,0,145825968056,1,http://www.smzdm.com/p/6053427/,?,135,http://www.smzdm.com/gourl/5C9212A3D53C4B66/AA_YH_163,403,0,亚马逊中国,amazon.cn,http://www.smzdm.com/youhui/,2016-03-18 08:08:00,699,buy
6053387,?,0,优惠券码：京东 会员狂欢节 全品类东券,401,03-17 15:39,3,?,国内,1055,6053387,2016-05-09 23:31:58,false,满200减20/500减40/1000减50,?,电脑数码,?,91,qwc311,http://www.smzdm.com/mall/jd/,0,145820038290,0,http://www.smzdm.com/p/6053387/,?,719,http://www.smzdm.com/gourl/7440647F5CAA5181/AA_YH_163,283,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-17 15:39:00,200,buy
6046920,?,0,Deal of the Day：AKG  爱科技 Q701 昆西琼斯系列 头戴式耳机 三色可选,192,03-17 15:19,3,rel=”nofollow”,海淘,147,6046920,2016-05-09 23:32:00,false,$99.99（约￥750）,?,电脑数码,?,18,?,http://www.smzdm.com/mall/amazon/,0,145819917178,0,http://www.smzdm.com/p/6046920/,?,135,http://www.smzdm.com/gourl/173AFB654E611236/AA_HT_163,277,0,美国亚马逊,amazon.com,http://haitao.smzdm.com/,2016-03-17 15:19:00,750,buy
6053256,?,0,促销活动：京东 Han 汉代 眼镜专场,216,03-17 14:43,3,?,国内,329,6053256,2016-05-09 23:32:00,false,下单5折+优惠券,?,个护化妆,?,134,?,http://www.smzdm.com/mall/jd/,0,145819878076,0,http://www.smzdm.com/p/6053256/,?,567,http://www.smzdm.com/gourl/4D0E3B8E5FC6F44D/AA_YH_113,193,0,京东,jd.com,http://www.smzdm.com/youhui/,2016-03-17 14:43:00,5,buy
6053118,?,0,Google 谷歌 Nexus 5X LG-H791 16GB 手机,405,03-17 13:19,3,rel=”nofollow”,海淘,187,6053118,2016-05-09 23:32:00,false,$245.99（需用码，约￥1670）,?,电脑数码,?,80,丘比特,http://www.smzdm.com/mall/ebay/,0,145819458668,0,http://www.smzdm.com/p/6053118/,?,731,http://www.smzdm.com/gourl/6577D3BB39FFF109/AA_HT_163,346,0,ebay,ebay.com,http://haitao.smzdm.com/,2016-03-17 13:19:00,1670,buy
6053072,?,0,HAMILTON 汉米尔顿 KHAKI AVIATION 卡其航空 X-WIND H77676733 男款机械腕表,15,03-17 12:35,3,rel=”nofollow”,海淘,100,6053072,2016-05-09 23:32:02,false,$899（需用码，约￥5990）,?,礼品钟表,?,15,Mui_Young,http://www.smzdm.com/mall/ashford/,0,145818931358,0,http://www.smzdm.com/p/6053072/,?,423,http://www.smzdm.com/gourl/985FBF2A898E5B91/AA_HT_131,81,0,Ashford,ashford.com,http://haitao.smzdm.com/,2016-03-17 12:35:00,5990,dislike
6053044,?,0,GUERLAIN 娇兰 幻彩流星粉球 02号色 25g,65,03-17 12:19,3,rel=”nofollow”,海淘,68,6053044,2016-05-09 23:32:02,false,258元包直邮（需用码）,?,个护化妆,?,25,根本就停不下,http://www.smzdm.com/mall/sasa/,0,145818840356,0,http://www.smzdm.com/p/6053044/,?,391,http://www.smzdm.com/gourl/4C5A5AAEF02DFAD9/AA_HT_113,24,0,莎莎网,sasa.com,http://haitao.smzdm.com/,2016-03-17 12:19:00,258,dislike
6053047,?,1,新低价：ELLINGTON Alex Hobo and 女款斜挎包,7,03-17 11:48,3,rel=”nofollow”,过期,22,6053047,2016-05-09 23:32:02,true,$85.01（约￥660）,?,服饰鞋包,?,10,黑色郁金香sias,http://www.smzdm.com/mall/amazon/,0,145818649249,0,http://www.smzdm.com/p/6053047/,?,341,http://www.smzdm.com/gourl/5025DCC7A6717359/AA_HT_57,14,0,美国亚马逊,amazon.com,http://haitao.smzdm.com/,2016-03-17 11:48:00,660,dislike
